ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,TrafficLevel,VehicleTypeWeight,Hour,Minute,Month,Date,OccRatio,BasePrice,Alpha,Beta,Gamma,Delta,Epsilon,Price_alpha,Price_beta,Price_gamma,Price_delta,Price_epsilon,PredictedPrice
13596,Others-CCCPS202,2937,26.14749053,91.72799688,1214,cycle,high,9,0,2016-11-01,12:00:00,3,0.3,12,0,11,1,0.41334695267279536,2,1.2,0.23,0.15,0.3,0.06,0.99,4.14,-0.9,0.0,0.04,6.27
13597,Others-CCCPS202,2937,26.14749053,91.72799688,1216,car,high,10,0,2016-11-01,12:26:00,3,1.0,12,26,11,1,0.4140279196458972,5,1.2,0.25,0.15,0.3,0.2,2.48,12.5,-2.25,0.0,1.0,18.73
13598,Others-CCCPS202,2937,26.14749053,91.72799688,1240,car,high,9,0,2016-11-01,13:00:00,3,1.0,13,0,11,1,0.42219952332311883,5,1.2,0.23,0.15,0.3,0.2,2.53,10.35,-2.25,0.0,1.0,16.63
13599,Others-CCCPS202,2937,26.14749053,91.72799688,1228,car,high,9,0,2016-11-01,13:26:00,3,1.0,13,26,11,1,0.418113721484508,5,1.2,0.23,0.15,0.3,0.2,2.51,10.35,-2.25,0.0,1.0,16.61
13600,Others-CCCPS202,2937,26.14749053,91.72799688,1225,cycle,average,4,0,2016-11-01,14:00:00,2,0.3,14,0,11,1,0.4170922710248553,2,1.5,0.13,0.1,0.3,0.06,1.25,1.04,-0.4,0.0,0.04,3.93
13601,Others-CCCPS202,2937,26.14749053,91.72799688,1194,car,average,5,0,2016-11-01,14:26:00,2,1.0,14,26,11,1,0.4065372829417773,5,1.5,0.15,0.1,0.3,0.2,3.05,3.75,-1.0,0.0,1.0,11.8
13602,Others-CCCPS202,2937,26.14749053,91.72799688,1157,cycle,average,4,0,2016-11-01,15:00:00,2,0.3,15,0,11,1,0.3939393939393939,2,1.5,0.13,0.1,0.3,0.06,1.18,1.04,-0.4,0.0,0.04,3.86
13603,Others-CCCPS202,2937,26.14749053,91.72799688,1109,car,low,3,0,2016-11-01,15:27:00,1,1.0,15,27,11,1,0.37759618658495064,5,1.8,0.11,0.05,0.3,0.2,3.4,1.65,-0.25,0.0,1.0,10.8
13604,Others-CCCPS202,2937,26.14749053,91.72799688,1048,bike,low,3,0,2016-11-01,16:00:00,1,0.5,16,0,11,1,0.3568266939053456,3,1.8,0.11,0.05,0.3,0.1,1.93,0.99,-0.15,0.0,0.15,5.92
13605,Others-CCCPS202,2937,26.14749053,91.72799688,943,car,low,3,0,2016-11-01,16:33:00,1,1.0,16,33,11,1,0.32107592781750083,5,1.8,0.11,0.05,0.3,0.2,2.89,1.65,-0.25,0.0,1.0,10.29
13606,Others-CCCPS202,2937,26.14749053,91.72799688,488,bike,low,2,0,2016-11-02,07:56:00,1,0.5,7,56,11,2,0.16615594143684032,3,3.0,0.09,0.05,0.3,0.1,1.5,0.54,-0.15,0.0,0.15,5.04
13607,Others-CCCPS202,2937,26.14749053,91.72799688,616,car,low,2,0,2016-11-02,08:30:00,1,1.0,8,30,11,2,0.20973782771535582,5,3.0,0.09,0.05,0.3,0.2,3.15,0.9,-0.25,0.0,1.0,9.8
13608,Others-CCCPS202,2937,26.14749053,91.72799688,778,car,low,2,0,2016-11-02,08:56:00,1,1.0,8,56,11,2,0.264896152536602,5,3.0,0.09,0.05,0.3,0.2,3.97,0.9,-0.25,0.0,1.0,10.62
13609,Others-CCCPS202,2937,26.14749053,91.72799688,958,car,low,2,0,2016-11-02,09:30:00,1,1.0,9,30,11,2,0.32618318011576436,5,3.0,0.09,0.05,0.3,0.2,4.89,0.9,-0.25,0.0,1.0,11.54
13610,Others-CCCPS202,2937,26.14749053,91.72799688,1075,car,average,4,0,2016-11-02,09:56:00,2,1.0,9,56,11,2,0.36601974804221993,5,2.5,0.13,0.1,0.3,0.2,4.58,2.6,-1.0,0.0,1.0,12.18
13611,Others-CCCPS202,2937,26.14749053,91.72799688,1162,car,low,3,0,2016-11-02,10:29:00,1,1.0,10,29,11,2,0.39564181137214843,5,3.0,0.11,0.05,0.3,0.2,5.93,1.65,-0.25,0.0,1.0,13.33
13612,Others-CCCPS202,2937,26.14749053,91.72799688,1206,bike,high,6,0,2016-11-02,10:56:00,3,0.5,10,56,11,2,0.41062308478038817,3,2.0,0.17,0.15,0.3,0.1,2.46,3.06,-1.35,0.0,0.15,7.32
13613,Others-CCCPS202,2937,26.14749053,91.72799688,1260,car,average,6,0,2016-11-02,11:30:00,2,1.0,11,30,11,2,0.4290091930541369,5,1.5,0.17,0.1,0.3,0.2,3.22,5.1,-1.0,0.0,1.0,13.32
13614,Others-CCCPS202,2937,26.14749053,91.72799688,1289,car,average,7,0,2016-11-02,11:56:00,2,1.0,11,56,11,2,0.438883214164113,5,1.5,0.19,0.1,0.3,0.2,3.29,6.65,-1.0,0.0,1.0,14.94
13615,Others-CCCPS202,2937,26.14749053,91.72799688,1285,bike,high,10,0,2016-11-02,12:30:00,3,0.5,12,30,11,2,0.4375212802179094,3,1.2,0.25,0.15,0.3,0.1,1.58,7.5,-1.35,0.0,0.15,10.88
13616,Others-CCCPS202,2937,26.14749053,91.72799688,1299,car,high,9,0,2016-11-02,13:03:00,3,1.0,13,3,11,2,0.44228804902962204,5,1.2,0.23,0.15,0.3,0.2,2.65,10.35,-2.25,0.0,1.0,16.75
13617,Others-CCCPS202,2937,26.14749053,91.72799688,1269,car,high,8,0,2016-11-02,13:30:00,3,1.0,13,30,11,2,0.432073544433095,5,1.2,0.21,0.15,0.3,0.2,2.59,8.4,-2.25,0.0,1.0,14.74
13618,Others-CCCPS202,2937,26.14749053,91.72799688,1278,cycle,average,4,0,2016-11-02,14:03:00,2,0.3,14,3,11,2,0.4351378958120531,2,1.5,0.13,0.1,0.3,0.06,1.31,1.04,-0.4,0.0,0.04,3.98
13619,Others-CCCPS202,2937,26.14749053,91.72799688,1284,car,high,6,0,2016-11-02,14:30:00,3,1.0,14,30,11,2,0.4371807967313585,5,1.2,0.17,0.15,0.3,0.2,2.62,5.1,-2.25,0.0,1.0,11.47
13620,Others-CCCPS202,2937,26.14749053,91.72799688,1261,truck,average,5,0,2016-11-02,14:56:00,2,1.5,14,56,11,2,0.4293496765406878,10,1.5,0.15,0.1,0.3,0.3,6.44,7.5,-2.0,0.0,4.5,26.44
13621,Others-CCCPS202,2937,26.14749053,91.72799688,1207,car,low,3,0,2016-11-02,15:29:00,1,1.0,15,29,11,2,0.410963568266939,5,1.8,0.11,0.05,0.3,0.2,3.7,1.65,-0.25,0.0,1.0,11.1
13622,Others-CCCPS202,2937,26.14749053,91.72799688,1120,car,average,3,0,2016-11-02,16:03:00,2,1.0,16,3,11,2,0.3813415049370106,5,1.5,0.11,0.1,0.3,0.2,2.86,1.65,-1.0,0.0,1.0,9.51
13623,Others-CCCPS202,2937,26.14749053,91.72799688,1037,car,low,3,0,2016-11-02,16:30:00,1,1.0,16,30,11,2,0.35308137555328567,5,1.8,0.11,0.05,0.3,0.2,3.18,1.65,-0.25,0.0,1.0,10.58
13624,Others-CCCPS202,2937,26.14749053,91.72799688,550,car,low,2,0,2016-11-03,08:00:00,1,1.0,8,0,11,3,0.18726591760299627,5,3.0,0.09,0.05,0.3,0.2,2.81,0.9,-0.25,0.0,1.0,9.46
13625,Others-CCCPS202,2937,26.14749053,91.72799688,659,car,low,3,0,2016-11-03,08:26:00,1,1.0,8,26,11,3,0.22437861763704461,5,3.0,0.11,0.05,0.3,0.2,3.37,1.65,-0.25,0.0,1.0,10.77
13626,Others-CCCPS202,2937,26.14749053,91.72799688,872,car,low,3,0,2016-11-03,09:00:00,1,1.0,9,0,11,3,0.29690160027238677,5,3.0,0.11,0.05,0.3,0.2,4.45,1.65,-0.25,0.0,1.0,11.85
13627,Others-CCCPS202,2937,26.14749053,91.72799688,988,car,low,3,0,2016-11-03,09:26:00,1,1.0,9,26,11,3,0.3363976847122915,5,3.0,0.11,0.05,0.3,0.2,5.05,1.65,-0.25,0.0,1.0,12.45
13628,Others-CCCPS202,2937,26.14749053,91.72799688,1122,car,low,4,0,2016-11-03,10:00:00,1,1.0,10,0,11,3,0.38202247191011235,5,3.0,0.13,0.05,0.3,0.2,5.73,2.6,-0.25,0.0,1.0,14.08
13629,Others-CCCPS202,2937,26.14749053,91.72799688,1172,cycle,low,3,0,2016-11-03,10:26:00,1,0.3,10,26,11,3,0.39904664623765745,2,3.0,0.11,0.05,0.3,0.06,2.39,0.66,-0.1,0.0,0.04,4.99
13630,Others-CCCPS202,2937,26.14749053,91.72799688,1242,bike,average,6,0,2016-11-03,11:00:00,2,0.5,11,0,11,3,0.42288049029622066,3,1.5,0.17,0.1,0.3,0.1,1.9,3.06,-0.6,0.0,0.15,7.51
13631,Others-CCCPS202,2937,26.14749053,91.72799688,1265,car,average,6,0,2016-11-03,11:26:00,2,1.0,11,26,11,3,0.4307116104868914,5,1.5,0.17,0.1,0.3,0.2,3.23,5.1,-1.0,0.0,1.0,13.33
13632,Others-CCCPS202,2937,26.14749053,91.72799688,1285,bike,average,7,0,2016-11-03,12:00:00,2,0.5,12,0,11,3,0.4375212802179094,3,1.5,0.19,0.1,0.3,0.1,1.97,3.99,-0.6,0.0,0.15,8.51
13633,Others-CCCPS202,2937,26.14749053,91.72799688,1296,bike,high,9,0,2016-11-03,12:26:00,3,0.5,12,26,11,3,0.44126659856996936,3,1.2,0.23,0.15,0.3,0.1,1.59,6.21,-1.35,0.0,0.15,9.6
13634,Others-CCCPS202,2937,26.14749053,91.72799688,1322,car,high,9,0,2016-11-03,12:59:00,3,1.0,12,59,11,3,0.4501191692202928,5,1.2,0.23,0.15,0.3,0.2,2.7,10.35,-2.25,0.0,1.0,16.8
13635,Others-CCCPS202,2937,26.14749053,91.72799688,1330,car,high,9,0,2016-11-03,13:26:00,3,1.0,13,26,11,3,0.4528430371127,5,1.2,0.23,0.15,0.3,0.2,2.72,10.35,-2.25,0.0,1.0,16.82
13636,Others-CCCPS202,2937,26.14749053,91.72799688,1342,car,average,6,0,2016-11-03,13:59:00,2,1.0,13,59,11,3,0.45692883895131087,5,1.5,0.17,0.1,0.3,0.2,3.43,5.1,-1.0,0.0,1.0,13.53
13637,Others-CCCPS202,2937,26.14749053,91.72799688,1313,car,high,6,0,2016-11-03,14:26:00,3,1.0,14,26,11,3,0.4470548178413347,5,1.2,0.17,0.15,0.3,0.2,2.68,5.1,-2.25,0.0,1.0,11.53
13638,Others-CCCPS202,2937,26.14749053,91.72799688,1276,truck,average,4,0,2016-11-03,15:00:00,2,1.5,15,0,11,3,0.4344569288389513,10,1.5,0.13,0.1,0.3,0.3,6.52,5.2,-2.0,0.0,4.5,24.22
13639,Others-CCCPS202,2937,26.14749053,91.72799688,1215,car,low,3,0,2016-11-03,15:26:00,1,1.0,15,26,11,3,0.4136874361593463,5,1.8,0.11,0.05,0.3,0.2,3.72,1.65,-0.25,0.0,1.0,11.12
13640,Others-CCCPS202,2937,26.14749053,91.72799688,1165,car,low,2,0,2016-11-03,16:03:00,1,1.0,16,3,11,3,0.3966632618318012,5,1.8,0.09,0.05,0.3,0.2,3.57,0.9,-0.25,0.0,1.0,10.22
13641,Others-CCCPS202,2937,26.14749053,91.72799688,1032,car,low,2,0,2016-11-03,16:30:00,1,1.0,16,30,11,3,0.35137895812053116,5,1.8,0.09,0.05,0.3,0.2,3.16,0.9,-0.25,0.0,1.0,9.81
13642,Others-CCCPS202,2937,26.14749053,91.72799688,541,car,low,2,0,2016-11-04,08:00:00,1,1.0,8,0,11,4,0.18420156622403813,5,3.0,0.09,0.05,0.3,0.2,2.76,0.9,-0.25,0.0,1.0,9.41
13643,Others-CCCPS202,2937,26.14749053,91.72799688,663,truck,low,2,0,2016-11-04,08:26:00,1,1.5,8,26,11,4,0.2257405515832482,10,3.0,0.09,0.05,0.3,0.3,6.77,1.8,-0.5,0.0,4.5,22.57
13644,Others-CCCPS202,2937,26.14749053,91.72799688,860,car,low,3,0,2016-11-04,08:59:00,1,1.0,8,59,11,4,0.292815798433776,5,3.0,0.11,0.05,0.3,0.2,4.39,1.65,-0.25,0.0,1.0,11.79
13645,Others-CCCPS202,2937,26.14749053,91.72799688,961,car,low,3,0,2016-11-04,09:33:00,1,1.0,9,33,11,4,0.3272046305754171,5,3.0,0.11,0.05,0.3,0.2,4.91,1.65,-0.25,0.0,1.0,12.31
13646,Others-CCCPS202,2937,26.14749053,91.72799688,1032,bike,low,4,0,2016-11-04,10:00:00,1,0.5,10,0,11,4,0.35137895812053116,3,3.0,0.13,0.05,0.3,0.1,3.16,1.56,-0.15,0.0,0.15,7.72
13647,Others-CCCPS202,2937,26.14749053,91.72799688,1060,truck,low,3,0,2016-11-04,10:26:00,1,1.5,10,26,11,4,0.3609124957439564,10,3.0,0.11,0.05,0.3,0.3,10.83,3.3,-0.5,0.0,4.5,28.13
13648,Others-CCCPS202,2937,26.14749053,91.72799688,1108,bike,high,8,0,2016-11-04,11:00:00,3,0.5,11,0,11,4,0.37725570309839973,3,1.2,0.21,0.15,0.3,0.1,1.36,5.04,-1.35,0.0,0.15,8.2
13649,Others-CCCPS202,2937,26.14749053,91.72799688,1150,bike,average,6,0,2016-11-04,11:33:00,2,0.5,11,33,11,4,0.39155600953353764,3,1.5,0.17,0.1,0.3,0.1,1.76,3.06,-0.6,0.0,0.15,7.37
13650,Others-CCCPS202,2937,26.14749053,91.72799688,1188,car,high,9,0,2016-11-04,12:00:00,3,1.0,12,0,11,4,0.4044943820224719,5,1.2,0.23,0.15,0.3,0.2,2.43,10.35,-2.25,0.0,1.0,16.53
13651,Others-CCCPS202,2937,26.14749053,91.72799688,1193,car,high,10,0,2016-11-04,12:33:00,3,1.0,12,33,11,4,0.4061967994552264,5,1.2,0.25,0.15,0.3,0.2,2.44,12.5,-2.25,0.0,1.0,18.69
13652,Others-CCCPS202,2937,26.14749053,91.72799688,1195,car,high,9,0,2016-11-04,13:00:00,3,1.0,13,0,11,4,0.40687776642832824,5,1.2,0.23,0.15,0.3,0.2,2.44,10.35,-2.25,0.0,1.0,16.54
13653,Others-CCCPS202,2937,26.14749053,91.72799688,1195,car,high,8,0,2016-11-04,13:26:00,3,1.0,13,26,11,4,0.40687776642832824,5,1.2,0.21,0.15,0.3,0.2,2.44,8.4,-2.25,0.0,1.0,14.59
13654,Others-CCCPS202,2937,26.14749053,91.72799688,1197,car,average,6,0,2016-11-04,13:59:00,2,1.0,13,59,11,4,0.40755873340143,5,1.5,0.17,0.1,0.3,0.2,3.06,5.1,-1.0,0.0,1.0,13.16
13655,Others-CCCPS202,2937,26.14749053,91.72799688,1165,car,average,5,0,2016-11-04,14:26:00,2,1.0,14,26,11,4,0.3966632618318012,5,1.5,0.15,0.1,0.3,0.2,2.97,3.75,-1.0,0.0,1.0,11.72
13656,Others-CCCPS202,2937,26.14749053,91.72799688,1110,cycle,average,4,0,2016-11-04,15:00:00,2,0.3,15,0,11,4,0.37793667007150156,2,1.5,0.13,0.1,0.3,0.06,1.13,1.04,-0.4,0.0,0.04,3.81
13657,Others-CCCPS202,2937,26.14749053,91.72799688,1047,car,low,3,0,2016-11-04,15:26:00,1,1.0,15,26,11,4,0.3564862104187947,5,1.8,0.11,0.05,0.3,0.2,3.21,1.65,-0.25,0.0,1.0,10.61
13658,Others-CCCPS202,2937,26.14749053,91.72799688,984,car,low,2,0,2016-11-04,16:00:00,1,1.0,16,0,11,4,0.3350357507660878,5,1.8,0.09,0.05,0.3,0.2,3.02,0.9,-0.25,0.0,1.0,9.67
13659,Others-CCCPS202,2937,26.14749053,91.72799688,920,car,low,2,0,2016-11-04,16:26:00,1,1.0,16,26,11,4,0.3132448076268301,5,1.8,0.09,0.05,0.3,0.2,2.82,0.9,-0.25,0.0,1.0,9.47
13660,Others-CCCPS202,2937,26.14749053,91.72799688,364,cycle,low,2,0,2016-11-05,08:00:00,1,0.3,8,0,11,5,0.12393598910452842,2,3.0,0.09,0.05,0.3,0.06,0.74,0.36,-0.1,0.0,0.04,3.04
13661,Others-CCCPS202,2937,26.14749053,91.72799688,374,car,low,2,0,2016-11-05,08:26:00,1,1.0,8,26,11,5,0.12734082397003746,5,3.0,0.09,0.05,0.3,0.2,1.91,0.9,-0.25,0.0,1.0,8.56
13662,Others-CCCPS202,2937,26.14749053,91.72799688,423,car,low,2,0,2016-11-05,08:59:00,1,1.0,8,59,11,5,0.14402451481103168,5,3.0,0.09,0.05,0.3,0.2,2.16,0.9,-0.25,0.0,1.0,8.81
13663,Others-CCCPS202,2937,26.14749053,91.72799688,463,car,low,2,0,2016-11-05,09:26:00,1,1.0,9,26,11,5,0.15764385427306776,5,3.0,0.09,0.05,0.3,0.2,2.36,0.9,-0.25,0.0,1.0,9.01
13664,Others-CCCPS202,2937,26.14749053,91.72799688,529,bike,average,3,0,2016-11-05,09:59:00,2,0.5,9,59,11,5,0.1801157643854273,3,2.5,0.11,0.1,0.3,0.1,1.35,0.99,-0.6,0.0,0.15,4.89
13665,Others-CCCPS202,2937,26.14749053,91.72799688,583,bike,average,4,0,2016-11-05,10:33:00,2,0.5,10,33,11,5,0.19850187265917604,3,2.5,0.13,0.1,0.3,0.1,1.49,1.56,-0.6,0.0,0.15,5.6
13666,Others-CCCPS202,2937,26.14749053,91.72799688,610,car,average,5,0,2016-11-05,10:59:00,2,1.0,10,59,11,5,0.2076949267960504,5,2.5,0.15,0.1,0.3,0.2,2.6,3.75,-1.0,0.0,1.0,11.35
13667,Others-CCCPS202,2937,26.14749053,91.72799688,643,cycle,average,6,0,2016-11-05,11:26:00,2,0.3,11,26,11,5,0.21893088185223017,2,1.5,0.17,0.1,0.3,0.06,0.66,2.04,-0.4,0.0,0.04,4.33
13668,Others-CCCPS202,2937,26.14749053,91.72799688,735,car,high,9,0,2016-11-05,12:06:00,3,1.0,12,6,11,5,0.25025536261491316,5,1.2,0.23,0.15,0.3,0.2,1.5,10.35,-2.25,0.0,1.0,15.6
13669,Others-CCCPS202,2937,26.14749053,91.72799688,752,bike,high,9,0,2016-11-05,12:26:00,3,0.5,12,26,11,5,0.2560435818862785,3,1.2,0.23,0.15,0.3,0.1,0.92,6.21,-1.35,0.0,0.15,8.93
13670,Others-CCCPS202,2937,26.14749053,91.72799688,788,car,high,9,0,2016-11-05,13:00:00,3,1.0,13,0,11,5,0.268300987402111,5,1.2,0.23,0.15,0.3,0.2,1.61,10.35,-2.25,0.0,1.0,15.71
13671,Others-CCCPS202,2937,26.14749053,91.72799688,857,car,high,8,0,2016-11-05,13:33:00,3,1.0,13,33,11,5,0.29179434797412324,5,1.2,0.21,0.15,0.3,0.2,1.75,8.4,-2.25,0.0,1.0,13.9
13672,Others-CCCPS202,2937,26.14749053,91.72799688,885,car,average,7,0,2016-11-05,13:59:00,2,1.0,13,59,11,5,0.30132788559754853,5,1.5,0.19,0.1,0.3,0.2,2.26,6.65,-1.0,0.0,1.0,13.91
13673,Others-CCCPS202,2937,26.14749053,91.72799688,891,car,average,5,0,2016-11-05,14:26:00,2,1.0,14,26,11,5,0.30337078651685395,5,1.5,0.15,0.1,0.3,0.2,2.28,3.75,-1.0,0.0,1.0,11.03
13674,Others-CCCPS202,2937,26.14749053,91.72799688,926,bike,average,3,0,2016-11-05,15:00:00,2,0.5,15,0,11,5,0.3152877085461355,3,1.5,0.11,0.1,0.3,0.1,1.42,0.99,-0.6,0.0,0.15,4.96
13675,Others-CCCPS202,2937,26.14749053,91.72799688,937,car,low,3,0,2016-11-05,15:26:00,1,1.0,15,26,11,5,0.31903302689819546,5,1.8,0.11,0.05,0.3,0.2,2.87,1.65,-0.25,0.0,1.0,10.27
13676,Others-CCCPS202,2937,26.14749053,91.72799688,897,car,low,2,0,2016-11-05,16:00:00,1,1.0,16,0,11,5,0.3054136874361593,5,1.8,0.09,0.05,0.3,0.2,2.75,0.9,-0.25,0.0,1.0,9.4
13677,Others-CCCPS202,2937,26.14749053,91.72799688,870,car,low,2,0,2016-11-05,16:26:00,1,1.0,16,26,11,5,0.296220633299285,5,1.8,0.09,0.05,0.3,0.2,2.67,0.9,-0.25,0.0,1.0,9.32
13678,Others-CCCPS202,2937,26.14749053,91.72799688,331,car,average,4,1,2016-11-06,08:00:00,2,1.0,8,0,11,6,0.11270003404834865,5,3.5,0.13,0.1,0.6,0.2,1.97,2.6,-1.0,3.0,1.0,12.57
13679,Others-CCCPS202,2937,26.14749053,91.72799688,333,car,low,3,1,2016-11-06,08:26:00,1,1.0,8,26,11,6,0.11338100102145046,5,4.2,0.11,0.05,0.6,0.2,2.38,1.65,-0.25,3.0,1.0,12.78
13680,Others-CCCPS202,2937,26.14749053,91.72799688,336,car,low,3,1,2016-11-06,09:00:00,1,1.0,9,0,11,6,0.11440245148110317,5,4.2,0.11,0.05,0.6,0.2,2.4,1.65,-0.25,3.0,1.0,12.8
13681,Others-CCCPS202,2937,26.14749053,91.72799688,351,car,low,3,1,2016-11-06,09:33:00,1,1.0,9,33,11,6,0.1195097037793667,5,4.2,0.11,0.05,0.6,0.2,2.51,1.65,-0.25,3.0,1.0,12.91
13682,Others-CCCPS202,2937,26.14749053,91.72799688,374,truck,low,4,1,2016-11-06,10:00:00,1,1.5,10,0,11,6,0.12734082397003746,10,4.2,0.13,0.05,0.6,0.3,5.35,5.2,-0.5,6.0,4.5,30.55
13683,Others-CCCPS202,2937,26.14749053,91.72799688,407,car,low,5,1,2016-11-06,10:26:00,1,1.0,10,26,11,6,0.13857677902621723,5,4.2,0.15,0.05,0.6,0.2,2.91,3.75,-0.25,3.0,1.0,15.41
13684,Others-CCCPS202,2937,26.14749053,91.72799688,465,car,high,8,1,2016-11-06,10:59:00,3,1.0,10,59,11,6,0.15832482124616956,5,2.8,0.21,0.15,0.6,0.2,2.22,8.4,-2.25,3.0,1.0,17.37
13685,Others-CCCPS202,2937,26.14749053,91.72799688,488,bike,average,8,1,2016-11-06,11:26:00,2,0.5,11,26,11,6,0.16615594143684032,3,3.5,0.21,0.1,0.6,0.1,1.74,5.04,-0.6,1.8,0.15,11.13
13686,Others-CCCPS202,2937,26.14749053,91.72799688,561,bike,average,8,1,2016-11-06,11:59:00,2,0.5,11,59,11,6,0.19101123595505617,3,3.5,0.21,0.1,0.6,0.1,2.01,5.04,-0.6,1.8,0.15,11.4
13687,Others-CCCPS202,2937,26.14749053,91.72799688,586,car,high,12,1,2016-11-06,12:26:00,3,1.0,12,26,11,6,0.19952332311882873,5,2.8,0.29,0.15,0.6,0.2,2.79,17.4,-2.25,3.0,1.0,26.94
13688,Others-CCCPS202,2937,26.14749053,91.72799688,676,car,high,11,1,2016-11-06,13:06:00,3,1.0,13,6,11,6,0.23016683690840994,5,2.8,0.27,0.15,0.6,0.2,3.22,14.85,-2.25,3.0,1.0,24.82
13689,Others-CCCPS202,2937,26.14749053,91.72799688,705,car,high,11,1,2016-11-06,13:26:00,3,1.0,13,26,11,6,0.24004085801838612,5,2.8,0.27,0.15,0.6,0.2,3.36,14.85,-2.25,3.0,1.0,24.96
13690,Others-CCCPS202,2937,26.14749053,91.72799688,760,bike,average,9,1,2016-11-06,13:59:00,2,0.5,13,59,11,6,0.2587674497786857,3,3.5,0.23,0.1,0.6,0.1,2.72,6.21,-0.6,1.8,0.15,13.28
13691,Others-CCCPS202,2937,26.14749053,91.72799688,781,car,average,6,1,2016-11-06,14:33:00,2,1.0,14,33,11,6,0.26591760299625467,5,3.5,0.17,0.1,0.6,0.2,4.65,5.1,-1.0,3.0,1.0,17.75
13692,Others-CCCPS202,2937,26.14749053,91.72799688,820,car,average,5,1,2016-11-06,15:00:00,2,1.0,15,0,11,6,0.2791964589717399,5,3.5,0.15,0.1,0.6,0.2,4.89,3.75,-1.0,3.0,1.0,16.64
13693,Others-CCCPS202,2937,26.14749053,91.72799688,837,bike,low,4,1,2016-11-06,15:26:00,1,0.5,15,26,11,6,0.2849846782431052,3,4.2,0.13,0.05,0.6,0.1,3.59,1.56,-0.15,1.8,0.15,9.95
13694,Others-CCCPS202,2937,26.14749053,91.72799688,804,car,low,4,1,2016-11-06,15:59:00,1,1.0,15,59,11,6,0.27374872318692545,5,4.2,0.13,0.05,0.6,0.2,5.75,2.6,-0.25,3.0,1.0,17.1
13695,Others-CCCPS202,2937,26.14749053,91.72799688,780,truck,low,3,1,2016-11-06,16:26:00,1,1.5,16,26,11,6,0.26557711950970375,10,4.2,0.11,0.05,0.6,0.3,11.15,3.3,-0.5,6.0,4.5,34.45
13696,Others-CCCPS202,2937,26.14749053,91.72799688,388,truck,low,2,0,2016-11-07,08:00:00,1,1.5,8,0,11,7,0.13210759278175008,10,3.0,0.09,0.05,0.3,0.3,3.96,1.8,-0.5,0.0,4.5,19.76
13697,Others-CCCPS202,2937,26.14749053,91.72799688,510,car,low,2,0,2016-11-07,08:26:00,1,1.0,8,26,11,7,0.17364657814096016,5,3.0,0.09,0.05,0.3,0.2,2.6,0.9,-0.25,0.0,1.0,9.25
13698,Others-CCCPS202,2937,26.14749053,91.72799688,713,car,low,2,0,2016-11-07,08:59:00,1,1.0,8,59,11,7,0.24276472591079332,5,3.0,0.09,0.05,0.3,0.2,3.64,0.9,-0.25,0.0,1.0,10.29
13699,Others-CCCPS202,2937,26.14749053,91.72799688,840,car,low,3,0,2016-11-07,09:26:00,1,1.0,9,26,11,7,0.28600612870275793,5,3.0,0.11,0.05,0.3,0.2,4.29,1.65,-0.25,0.0,1.0,11.69
13700,Others-CCCPS202,2937,26.14749053,91.72799688,946,car,low,3,0,2016-11-07,09:59:00,1,1.0,9,59,11,7,0.32209737827715357,5,3.0,0.11,0.05,0.3,0.2,4.83,1.65,-0.25,0.0,1.0,12.23
13701,Others-CCCPS202,2937,26.14749053,91.72799688,1038,car,low,3,0,2016-11-07,10:26:00,1,1.0,10,26,11,7,0.3534218590398366,5,3.0,0.11,0.05,0.3,0.2,5.3,1.65,-0.25,0.0,1.0,12.7
13702,Others-CCCPS202,2937,26.14749053,91.72799688,1100,bike,average,4,0,2016-11-07,10:59:00,2,0.5,10,59,11,7,0.37453183520599254,3,2.5,0.13,0.1,0.3,0.1,2.81,1.56,-0.6,0.0,0.15,6.92
13703,Others-CCCPS202,2937,26.14749053,91.72799688,1115,car,average,6,0,2016-11-07,11:26:00,2,1.0,11,26,11,7,0.37963908750425607,5,1.5,0.17,0.1,0.3,0.2,2.85,5.1,-1.0,0.0,1.0,12.95
13704,Others-CCCPS202,2937,26.14749053,91.72799688,1171,bike,high,9,0,2016-11-07,11:59:00,3,0.5,11,59,11,7,0.3987061627511066,3,1.2,0.23,0.15,0.3,0.1,1.44,6.21,-1.35,0.0,0.15,9.45
13705,Others-CCCPS202,2937,26.14749053,91.72799688,1180,truck,high,10,0,2016-11-07,12:26:00,3,1.5,12,26,11,7,0.4017705141300647,10,1.2,0.25,0.15,0.3,0.3,4.82,25.0,-4.5,0.0,4.5,39.82
13706,Others-CCCPS202,2937,26.14749053,91.72799688,1181,car,high,9,0,2016-11-07,12:59:00,3,1.0,12,59,11,7,0.4021109976166156,5,1.2,0.23,0.15,0.3,0.2,2.41,10.35,-2.25,0.0,1.0,16.51
13707,Others-CCCPS202,2937,26.14749053,91.72799688,1179,car,high,9,0,2016-11-07,13:33:00,3,1.0,13,33,11,7,0.4014300306435138,5,1.2,0.23,0.15,0.3,0.2,2.41,10.35,-2.25,0.0,1.0,16.51
13708,Others-CCCPS202,2937,26.14749053,91.72799688,1194,bike,average,6,0,2016-11-07,13:59:00,2,0.5,13,59,11,7,0.4065372829417773,3,1.5,0.17,0.1,0.3,0.1,1.83,3.06,-0.6,0.0,0.15,7.44
